tax	taxprio	taxprio_orig	taxo_id	patrimonial	invasif	Ordre	Family
Cheilosia grossa	Cheilosia grossa	Cheilosia grossa	10272	0	0	Diptères	Syrphidae
Anisodactylus binotatus	Anisodactylus binotatus	Anisodactylus binotatus	30068	0	0	Coléoptères	Carabidae
Tolmerus atricapillus	Tolmerus atricapillus	Tolmerus atricapillus	103559	0	0	Diptères	Asilidae
Megalocoleus molliculus	Megalocoleus molliculus	Megalocoleus molliculus	9515	0	0	Hétéroptères	Miridae
Trachyphloeus angustisetulus	Trachyphloeus angustisetulus	Trachyphloeus angustisetulus	103576	0	0	Coléoptères	Curculionidae
Physiphora alceae	Physiphora alceae	Physiphora alceae	102551	0	0	Diptères	Ulidiidae
Heterocordylus tumidicornis	Heterocordylus tumidicornis	Heterocordylus tumidicornis	9348	0	0	Hétéroptères	Miridae
Hypocassida subferruginea	Hypocassida subferruginea	Hypocassida subferruginea	36618	0	0	Coléoptères	Chrysomelidae
Sapyga clavicornis	Sapyga clavicornis	Sapyga clavicornis	10834	0	0	Hyménoptères	Sapygidae
Philochthus guttula	Philochthus guttula	Philochthus guttula	30927	0	0	Coléoptères	Carabidae
Trichodes sp.	Trichodes 	Trichodes sp.	103602	0	0	Coléoptères	Cleridae
Musaraigne sp.	Musaraigne 	Musaraigne sp.	101872	0	0	Mammifères	Soricidae
Campagnol agreste	Microtus agrestis	Microtus agrestis	12890	0	0	Mammifères	Microtidae
Vautour fauve	Gyps fulvus	Gyps fulvus	6848	0	0	Oiseaux	Accipitridae
Myrmeleon sp.	Myrmeleon 	Myrmeleon sp.	101891	0	0	Névroptères	Myrmeleontidae
Aromie musquée	Aromia moschata	Aromia moschata	34739	1	0	Coléoptères	Cerambycidae
Menophra abruptaria	Menophra abruptaria	Menophra abruptaria	7781	0	0	Hétérocères	Geometridae
Laccobius biguttatus	Laccobius biguttatus	Laccobius biguttatus	8838	0	0	Coléoptères	Hydrophilidae
Graphoderus sp.	Graphoderus 	Graphoderus sp.	2172	0	0	Coléoptères	Dytiscidae
Agrypnia pagetana	Agrypnia pagetana	Agrypnia pagetana	99231	0	0	Trichoptères	Phryganeidae
Ectobius lapponicus	Ectobius lapponicus	Ectobius lapponicus	9990	0	0	Dictyoptères	Blattellidae
Meiosimyza decempunctata	Meiosimyza decempunctata	Meiosimyza decempunctata	101734	0	0	Diptères	Lauxaniidae
Tettigonia sp.	Tettigonia 	Tettigonia sp.	2790	0	0	Orthoptères	Tettigoniidae
Merodon rufus	Merodon rufus	Merodon rufus	10232	0	0	Diptères	Syrphidae
Eumerus tricolor	Eumerus tricolor	Eumerus tricolor	10183	0	0	Diptères	Syrphidae
Chrysanthia viridissima	Chrysanthia viridissima	Chrysanthia viridissima	100029	0	0	Coléoptères	Oedemeridae
Bombylius canescens	Bombylius canescens	Bombylius canescens	99725	0	0	Diptères	Bombyliidae
Hadrodemus m-flavum	Hadrodemus m-flavum	Hadrodemus m-flavum	9340	0	0	Hétéroptères	Miridae
Hesperia sp.	Hesperia 	Hesperia sp.	2879	0	0	Papillons	Hesperiidae
Sorex araneus	Sorex araneus	Sorex araneus	12903	1	0	Mammifères	Soricidae
Coleophora lusciniaepennella	Coleophora lusciniaepennella	Coleophora lusciniaepennella	100205	0	0	Hétérocères	Coleophoridae
Pristiphora monogyniae	Pristiphora monogyniae	Pristiphora monogyniae	12410	0	0	Hyménoptères	Tenthredinidae
Eriophyes prunianus	Eriophyes prunianus	Eriophyes prunianus	33058	0	0	Acariens	Eriophyidae
Coleophora limosipennella	Coleophora limosipennella	Coleophora limosipennella	100202	0	0	Hétérocères	Coleophoridae
Arthaldeus pascuellus	Arthaldeus pascuellus	Arthaldeus pascuellus	99571	0	0	Homoptères	Cicadellidae
Orthocephalus coriaceus	Orthocephalus coriaceus	Orthocephalus coriaceus	9532	0	0	Hétéroptères	Miridae
Crioceris duodecimpunctata	Crioceris duodecimpunctata	Crioceris duodecimpunctata	34897	0	0	Coléoptères	Chrysomelidae
Crioceris asparagi	Crioceris asparagi	Crioceris asparagi	34894	0	0	Coléoptères	Chrysomelidae
Epilachna argus	Henosepilachna argus	Henosepilachna argus	12832	0	0	Coccinelles	Epilachninae
Scymninae	Scymninae	Scymninae	793	0	0	Coccinelles	
Tettigoniidae	Tettigoniidae	Tettigoniidae	535	0	0	Orthoptères	Tettigoniidae
Rhizobius litura	Rhyzobius litura	Rhyzobius litura	12854	0	0	Coccinelles	Coccidulinae
Cteniopus sulphureus	Cteniopus sulphureus	Cteniopus sulphureus	100334	0	0	Coléoptères	Tenebrionidae
Lithosie grise	Eilema griseola	Eilema griseola	7506	0	0	Hétérocères	Arctiidae
Elateridae	Elateridae	Elateridae	100677	0	0	Coléoptères	Elateridae
Chrysididae	Chrysididae	Chrysididae	564	0	0	Hyménoptères	Chrysididae
Coptocephala tetradyma	Coptocephala rubicunda	Coptocephala rubicunda	34984	0	0	Coléoptères	Chrysomelidae
Otiorhynchus tenebricosus	Otiorhynchus tenebricosus	Otiorhynchus tenebricosus	102179	0	0	Coléoptères	Curculionidae
Orsodacne cerasi	Orsodacne cerasi	Orsodacne cerasi	34869	0	0	Coléoptères	Chrysomelidae
Anthophora vulpina	Anthophora quadrimaculata	Anthophora quadrimaculata	11458	0	0	Hyménoptères	Anthophoridae
Bradybatus fallax	Bradybatus fallax	Bradybatus fallax	99756	0	0	Coléoptères	Curculionidae
Camptogramma infuscata	Camptogramma infuscata	Camptogramma infuscata	99849	0	0	Hétérocères	Geometridae
Bembecia scopigera	Bembecia scopigera	Bembecia scopigera	99683	0	0	Hétérocères	Sesiidae
Chrysis sp.	Chrysis 	Chrysis sp.	2970	0	0	Hyménoptères	Chrysididae
Xylota lenta	Brachypalpoides lentus	Brachypalpoides lentus	10233	0	0	Diptères	Syrphidae
Astata boops	Astata boops	Astata boops	11031	1	0	Hyménoptères	Crabronidae
Oulema melanopus/duftschmidi	Oulema melanopus/duftschmidi	Oulema melanopus/duftschmidi	35969	0	0	Coléoptères	Chrysomelidae
Ectemnius dives	Ectemnius dives	Ectemnius dives	11099	0	0	Hyménoptères	Crabronidae
Hylaeus punctulatissimus	Hylaeus punctulatissimus	Hylaeus punctulatissimus	11174	0	0	Hyménoptères	Colletidae
Aculus teucrii	Aculus teucrii	Aculus teucrii	32978	0	0	Acariens	Eriophyidae
Aulagromyza cornigera	Aulagromyza cornigera	Aulagromyza cornigera	99631	0	0	Diptères	Agromyzidae
Sonneur à ventre jaune	Bombina variegata	Bombina variegata	15480	1	0	Amphibiens	Discoglossidae
Ctenophora festiva	Ctenophora festiva	Ctenophora festiva	100336	0	0	Diptères	Tipulidae
Tropideres albirostris	Tropideres albirostris	Tropideres albirostris	103632	0	0	Coléoptères	Anthribidae
Protapion nigritarse	Protapion nigritarse	Protapion nigritarse	102775	0	0	Coléoptères	Apionidae
Synaphe punctalis	Synaphe punctalis	Synaphe punctalis	103365	0	0	Hétérocères	Pyralidae
Mythimnia pallens	Mythimnia pallens	Mythimnia pallens	101895	0	0	Hétérocères	Noctuidae
Coenorhinus pauxillus	Coenorhinus pauxillus	Coenorhinus pauxillus	100176	0	0	Coléoptères	Rhynchiytidae
Byctiscus betulae	Byctiscus betulae	Byctiscus betulae	99783	0	0	Coléoptères	Rhynchitidae
Oxystoma cerdo	Oxystoma cerdo	Oxystoma cerdo	102208	0	0	Coléoptères	Apionidae
Stenopterapion meliloti	Stenopterapion meliloti	Stenopterapion meliloti	103213	0	0	Coléoptères	Apionidae
Otiorhynchus ligneus	Otiorhynchus ligneus	Otiorhynchus ligneus	102169	0	0	Coléoptères	Curculionidae
Galeruca pomonae	Galeruca pomonae	Galeruca pomonae	35765	0	0	Coléoptères	Chrysomelidae
Anthophora sp.	Anthophora 	Anthophora sp.	3093	0	0	Hyménoptères	Anthophoridae
Trioza alacris	Trioza alacris	Trioza alacris	18094	0	0	Homoptères	Triozidae
Perapion marchicum	Perapion marchicum	Perapion marchicum	102357	0	0	Coléoptères	Apionidae
Aceria gymnoprocta	Aceria gymnoprocta	Aceria gymnoprocta	32872	0	0	Acariens	Eriophyidae
Oulema melanopus certifié	Oulema melanopus certifié	Oulema melanopus certifié	34879	0	0	Coléoptères	Chrysomelidae
Andrena curvungula	Andrena curvungula	Andrena curvungula	11210	1	0	Hyménoptères	Andrenidae
Lasioglossum albipes	Lasioglossum albipes	Lasioglossum albipes	11290	0	0	Hyménoptères	Halictidae
Omphalapion hookerorum	Omphalapion hookerorum	Omphalapion hookerorum	102079	0	0	Coléoptères	Apionidae
Sibinia pellucens	Sibinia pellucens	Sibinia pellucens	103106	0	0	Coléoptères	Curculionidae
Apion cruentatum	Apion cruentatum	Apion cruentatum	99474	0	0	Coléoptères	Apionidae
Pseudapion rufirostre	Pseudapion rufirostre	Pseudapion rufirostre	102797	0	0	Coléoptères	Apionidae
Lasioglossum pauxillum	Lasioglossum pauxillum	Lasioglossum pauxillum	11319	0	0	Hyménoptères	Halictidae
Neocoenorrhinidius pauxillus	Neocoenorrhinidius pauxillus	Neocoenorrhinidius pauxillus	101947	0	0	Coléoptères	Rhynchitidae
Halictus maculatus	Halictus maculatus	Halictus maculatus	11280	0	0	Hyménoptères	Halictidae
Catapion pubescens	Catapion pubescens	Catapion pubescens	99889	0	0	Coléoptères	Apionidae
Malvapion malvae	Malvapion malvae	Malvapion malvae	101689	0	0	Coléoptères	Apionidae
Trichophaga tapetzella	Trichophaga tapetzella	Trichophaga tapetzella	103609	0	0	Hétérocères	Lycaenidae
Dissoleucas niveirostris	Dissoleucas niveirostris	Dissoleucas niveirostris	100543	0	0	Coléoptères	Anthribidae
Apion rubens	Apion rubens	Apion rubens	99484	0	0	Coléoptères	apionidae
Trachyphloeus bifoveolatus	Trachyphloeus bifoveolatus	Trachyphloeus bifoveolatus	103577	0	0	Coléoptères	Curculionidae
Melanapion minimum	Melanapion minimum	Melanapion minimum	101736	0	0	Coléoptères	Apionidae
Andrena cinerea	Andrena cinerea	Andrena cinerea	99350	0	0	Hyménoptères	Andrenidae
Nematus ribesii	Nematus ribesii	Nematus ribesii	12487	0	0	Hyménoptères	Tenthredinidae
Phytomyza fulgens	Phytomyza fulgens	Phytomyza fulgens	102583	0	0	Diptères	Agromyzidae
Sphaeroderma sp.	Sphaeroderma 	Sphaeroderma sp.	36285	0	0	Coléoptères	Chrysomelidae
Liriomyza tanaceti	Liriomyza tanaceti	Liriomyza tanaceti	101572	0	0	Diptères	Agromyzidae
Liriomyza erucifolii	Liriomyza erucifolii	Liriomyza erucifolii	101560	0	0	Diptères	Agromyzidae
Thaumatomyia notata	Thaumatomyia notata	Thaumatomyia notata	103484	0	0	Diptères	Chloropidae
Brachinus explodens	Brachinus explodens	Brachinus explodens	30700	0	0	Coléoptères	Carabidae
Luperus lyperus	Luperus luperus	Luperus luperus	35794	0	0	Coléoptères	Chrysomelidae
Anthobium unicolor	Anthobium unicolor	Anthobium unicolor	99406	0	0	Coléoptères	Staphylinidae
Microlestes maurus	Microlestes maurus	Microlestes maurus	30634	0	0	Coléoptères	Carabidae
Anthobium atrata	Anthobium atrata	Anthobium atrata	99404	0	0	Coléoptères	Staphylinidae
Amara lunicollis	Amara lunicollis	Amara lunicollis	29946	0	0	Coléoptères	Carabidae
Badister lacertosus	Badister lacertosus	Badister lacertosus	30406	0	0	Coléoptères	Carabidae
Oulema duftschmidi certifié	Oulema duftschmidi certifié	Oulema duftschmidi certifié	34887	0	0	Coléoptères	Chrysomelidae
Nemastoma bimaculatum	Nemastoma bimaculatum	Nemastoma bimaculatum	101932	0	0	Opilions	Nemastomatidae
Agonum emarginatum	Agonum emarginatum	Agonum emarginatum	30730	0	0	Coléoptères	Carabidae
Hedychrum gerstaeckeri	Hedychrum gerstaeckeri	Hedychrum gerstaeckeri	10783	0	0	Hyménoptères	Chrysididae
Poissons rouges	Poissons rouges	Poissons rouges	102702	0	0	Poissons	
Perla sp.	Perla 	Perla sp.	2378	0	0	Plécoptères	Perlidae
Chardonneret élégant d'Europe centrale	Carduelis carduelis carduelis	Carduelis carduelis carduelis	15820	0	0	Oiseaux	Fringillidae
Corduliidae	Corduliidae	Corduliidae	325	0	0	Libellules	Corduliidae
Satyrium acaciae	Satyrium acaciae	Satyrium acaciae	10152	1	0	Papillons	Lycaenidae
Strophosoma erinaceus	Strophosoma erinaceus	Strophosoma erinaceus	103343	0	0	Coléoptères	Curculionidae
Agrilus cuprescens	Agrilus cuprescens	Agrilus cuprescens	99167	0	0	Coléoptères	Buprestidae
platycnemis pennipes	Platycnemis pennipes	Platycnemis pennipes	6303	0	0	Libellules	Platycnemididae
Triaena psi	Acronicta psi	Acronicta psi	7933	0	0	Hétérocères	Noctuidae
Ampedus cinnabarinus	Ampedus cinnabarinus	Ampedus cinnabarinus	99294	0	0	Coléoptères	Elateridae
Phyllodecta vitellinae	Phyllodecta vitellinae	Phyllodecta vitellinae	102483	0	0	Coléoptères	Bruchidae
Glischrochilus 4-punctatus	Glischrochilus 4-punctatus	Glischrochilus 4-punctatus	100997	0	0	Coléoptères	Dermestidae
Calliphora vomitoria	Calliphora vomitoria	Calliphora vomitoria	99811	0	0	Diptères	Tachinidae
Calliphora vicina	Calliphora vicina	Calliphora vicina	99809	0	0	Diptères	Tachinidae
Isorhipis malasoides	Isorhipis malasoides	Isorhipis malasoides	101319	0	0	Coléoptères	Buprestidae
Aromia moschata	Aromia moschata	Aromia moschata	34739	1	0	Coléoptères	cerambycidae
Araschnia levana forme prorsa	Araschnia levana	Araschnia levana	10094	0	0	Papillons	Nymphalidae
Crex crex	Crex crex	Crex crex	6683	1	0	Oiseaux	Rallidae
Amauromyza flavifrons	Amauromyza flavifrons	Amauromyza flavifrons	99274	0	0	Diptères	Agromyzidae
Nysius thymi	Nysius thymi	Nysius thymi	9640	0	0	Hétéroptères	Lygaeidae
Notiophilus quadripunctatus	Notiophilus quadripunctatus	Notiophilus quadripunctatus	27999	0	0	Coléoptères	Carabidae
Tetramorium sp.	Tetramorium 	Tetramorium sp.	3130	0	0	Hyménoptères	Formicidae
Psammotettix confinis	Psammotettix confinis	Psammotettix confinis	102789	0	0	Homoptères	Cicadellidae
Nezara viridula	Nezara viridula	Nezara viridula	9898	0	0	Hétéroptères	Pentatomidae
Megachilidae	Megachilidae	Megachilidae	582	0	0	Hyménoptères	Megachilidae
Tipula sp.	Tipula 	Tipula sp.	103545	0	0	Diptères	Tipulidae
Callicorixa concinna	Callicorixa concinna	Callicorixa concinna	99805	0	0	Hétéroptères	Corixidae
Coelambus confluens	Coelambus confluens	Coelambus confluens	8561	0	0	Coléoptères	Dytiscidae
Hesperocorixa linnaei	Hesperocorixa linnaei	Hesperocorixa linnaei	9705	0	0	Hétéroptères	Corixidae
Hétéroptères	Hétéroptères	Hétéroptères	110	0	0	Hétéroptères	
Phytomyza angelicastri	Phytomyza angelicastri	Phytomyza angelicastri	102566	0	0	Diptères	Agromyzidae
Conosanus obsoletus	Conosanus obsoletus	Conosanus obsoletus	100250	0	0	Homoptères	Cicadellidae
Loxocera albiseta	Loxocera albiseta	Loxocera albiseta	101605	0	0	Diptères	Psilidae
Aceria anceps	Aceria anceps	Aceria anceps	99048	0	0	Acariens	Eriophyidae
Epiblema uddmanniana	Epiblema uddmanniana	Epiblema uddmanniana	100742	0	0	Hétérocères	Tortricidae
Pemphigus spyrothecae	Pemphigus spyrothecae	Pemphigus spyrothecae	34101	0	0	Homoptères	Aphididae
Phyllocolpa piliserra	Phyllocolpa piliserra	Phyllocolpa piliserra	34459	0	0	Hyménoptères	Tenthredinidae
lamprohiza splendidula	Lamprohiza splendidula	Lamprohiza splendidula	101396	0	0	Coléoptères	Lampyridae
Bembix rostrata	Bembix rostrata	Bembix rostrata	11147	1	0	Hyménoptères	Crabronidae
Lasioglossum minutissimum	Lasioglossum minutissimum	Lasioglossum minutissimum	11310	0	0	Hyménoptères	Halictidae
Hylaeus styriacus	Hylaeus styriacus	Hylaeus styriacus	11178	0	0	Hyménoptères	Colletidae
Hylaeus gredleri	Hylaeus gredleri	Hylaeus gredleri	101205	0	0	Hyménoptères	Colletidae
Cassida stigmatica	Cassida stigmatica	Cassida stigmatica	36440	0	0	Coléoptères	Chrysomelidae
Campiglossa misella	Campiglossa misella	Campiglossa misella	33737	0	0	Diptères	Tephritidae
Cerceris quinquefasciata	Cerceris quinquefasciata	Cerceris quinquefasciata	11152	0	0	Hyménoptères	Crabronidae
Chionodes electella	Chionodes electella	Chionodes electella	33828	0	0	Hétérocères	Gelechiidae
Carpe sp.	Carpe 	Carpe sp.	99884	0	0	Poissons	Cyprinidae
Minoa murinata	Minoa murinata	Minoa murinata	7785	0	0	Hétérocères	Geometridae
Aquarius najas	Aquarius najas	Aquarius najas	9665	0	0	Hétéroptères	Gerridae
Pompilidae	Pompilidae	Pompilidae	569	0	0	Hyménoptères	Pompilidae
Cerambycidae sp.	Cerambycidae 	Cerambycidae sp.	99925	0	0	Coléoptères	Cerambycidae
Phanéroptère commun	Phaneroptera falcata	Phaneroptera falcata	10012	0	0	Orthoptères	Phaneropteridae
Dolomède	Dolomedes fimbriatus	Dolomedes fimbriatus	100557	0	0	Araignées	Pisauridae
Euribia cardui	Urophora cardui	Urophora cardui	33801	0	0	Diptères	Tephritidae
Eristalis intricarius	Eristalis intricaria	Eristalis intricaria	10306	0	0	Diptères	Syrphidae
Acronicta tridens	Acronicta tridens	Acronicta tridens	7936	0	0	Hétérocères	Noctuidae
aeshna juncea	Aeshna juncea	Aeshna juncea	6328	1	0	Libellules	Aeshnidae
Gyrinus natator	Gyrinus natator	Gyrinus natator	8695	0	0	Coléoptères	Gyrinidae
Ochlodes sp.	Ochlodes 	Ochlodes sp.	2881	0	0	Papillons	Hesperiidae
Prochoreutis myllerana	Prochoreutis myllerana	Prochoreutis myllerana	102761	0	0	Hétérocères	Choreutidae
Leptothorax muscorum	Leptothorax muscorum	Leptothorax muscorum	11616	0	0	Hyménoptères	Formicidae
Nowickia ferox	Nowickia ferox	Nowickia ferox	102015	0	0	Diptères	Tachinidae
Eupteryx tenella	Eupteryx tenella	Eupteryx tenella	100858	0	0	Homoptères	Cicadellidae
Eucosma conterminana	Eucosma conterminana	Eucosma conterminana	100808	0	0	Hétérocères	Tortricidae
Epiblema foenella	Epiblema foenella	Epiblema foenella	100736	0	0	Hétérocères	Tortricidae
Macropsis sp.	Macropsis 	Macropsis sp.	101650	0	0	Homoptères	Cicadellidae
Tephritis hyoscyami	Tephritis hyoscyami	Tephritis hyoscyami	103445	0	0	Diptères	Tephritidae
Terellia serratulae	Terellia serratulae	Terellia serratulae	103453	0	0	Diptères	Tephritidae
Metopoplax ditomoides	Metopoplax ditomoides	Metopoplax ditomoides	9643	0	0	Hétéroptères	Lygaeidae
Cacopsylla brunneipennis	Cacopsylla brunneipennis	Cacopsylla brunneipennis	15423	0	0	Homoptères	Psyllidae
Trioza galii	Spanioza galii	Spanioza galii	15462	0	0	Homoptères	Triozidae
Liorhyssus hyalinus	Liorhyssus hyalinus	Liorhyssus hyalinus	9856	0	0	Hétéroptères	Rhopalidae
Rhogogaster viridis	Rhogogaster viridis	Rhogogaster viridis	12149	0	0	Hyménoptères	Tenthredinidae
Oegoconia caradjai	Oegoconia caradjai	Oegoconia caradjai	102057	0	0	Hétérocères	Autostichidae
Eupithecia absinthiata	Eupithecia absinthiata	Eupithecia absinthiata	7663	0	0	Hétérocères	Geometridae
Cecidophyopsis betulae	Cecidophyopsis betulae	Cecidophyopsis betulae	33003	0	0	Acariens	Eriophyidae
Grive sp.	Grive 	Grive sp.	101059	0	0	Oiseaux	Turdidae
Passereau sp.	Passereau 	Passereau sp.	102331	0	0	Oiseaux	
Clausilia parvula	Clausilia rugosa parvula	Clausilia rugosa parvula	16226	0	0	Mollusques Gastérop.	Clausiliidae
Aculus magnirostris	Aculus magnirostris	Aculus magnirostris	32961	0	0	Acariens	Eriophyidae
Cryptocephalus parvulus	Cryptocephalus parvulus	Cryptocephalus parvulus	35109	0	0	Coléoptères	Chrysomelidae
Panurgus calcaratus	Panurgus calcaratus	Panurgus calcaratus	11191	1	0	Hyménoptères	Andrenidae
Netta peposaca	Netta peposaca	Netta peposaca	7011	0	0	Oiseaux	Anatidae
Grande sauterelle verte	Grande sauterelle verte	Grande sauterelle verte	101040	0	0	Orthoptères	Tettigoniidae
Altica lythri	Altica lythri	Altica lythri	36094	0	0	Coléoptères	Chrysomelidae
Hespérie du brome	Carterocephalus palaemon	Carterocephalus palaemon	10172	0	0	Papillons	Hesperiidae
Phytomyza sedicola	Phytomyza sedicola	Phytomyza sedicola	102605	0	0	Diptères	Agromyzidae
Sisyra fuscata	Sisyra fuscata	Sisyra fuscata	103126	0	0	Névroptères	Sisyridae
Hylaeus bipunctatus	Hylaeus signatus	Hylaeus signatus	11176	0	0	Hyménoptères	Colletidae
Himacerus major	Himacerus major	Himacerus major	9845	0	0	Hétéroptères	Nabidae
Agriphila selasella	Agriphila selasella	Agriphila selasella	99194	0	0	Hétérocères	Crambidae
Cacopsylla sorbi	Cacopsylla sorbi	Cacopsylla sorbi	15441	0	0	Homoptères	Psyllidae
Gonioctena intermedia	Gonioctena intermedia	Gonioctena intermedia	35706	0	0	Coléoptères	Chrysomelidae
Caprimulgus europaeus	Caprimulgus europaeus	Caprimulgus europaeus	6574	1	0	Oiseaux	Caprimulgidae
Lasioglossum sexstrigatum	Lasioglossum sexstrigatum	Lasioglossum sexstrigatum	11332	0	0	Hyménoptères	Halictidae
Myopa testacea	Myopa testacea	Myopa testacea	101889	0	0	Diptères	Conopidae
Myopa buccata	Myopa buccata	Myopa buccata	101884	0	0	Diptères	Conopidae
Tachina magnicornis	Tachina magnicornis	Tachina magnicornis	103387	0	0	Diptères	Tachinidae
Tachina lurida	Tachina lurida	Tachina lurida	103386	0	0	Diptères	Tachinidae
Myopa tessellatipennis	Myopa tessellatipennis	Myopa tessellatipennis	101888	0	0	Diptères	Conopidae
Smidtia conspersa	Smidtia conspersa	Smidtia conspersa	103154	0	0	Diptères	Tachinidae
Phasia pusilla	Phasia pusilla	Phasia pusilla	102390	0	0	Diptères	Tachinidae
Plateumaris rustica	Plateumaris rustica	Plateumaris rustica	34827	0	0	Coléoptères	Chrysomelidae
